index,question,category,correct_answer,predicted_answer,raw_response,reasoning_length,is_correct
603,Individuare la frase che contiene un complemento di limitazione.,syntax,C,C,"Il complemento di limitazione specifica un confine o un limite in relazione a un'azione o una qualità. Analizzando le opzioni:

- A) ""mio cugino"" è un complemento oggetto, non di limitazione.
- B) ""a due piani"" specifica una caratteristica della villetta, ma non un limite.
- C) ""a mio parere"" introduce un giudizio soggettivo, non un limite.
- D) ""in classe"" indica il contesto in cui Gloria è attenta, ma non un limite.

La risposta corretta è **C**, poiché ""a mio parere"" delimita il giudizio espresso.

FINALE: C",516,True
604,Che cosa significa la sigla OVRA?,history,C,C,"La sigla OVRA è associata al regime fascista italiano, quindi l'opzione più plausibile riguarda la repressione dell'antifascismo. Le altre opzioni non hanno un legame storico con questo contesto.

FINALE: C",206,True
605,"Inserire la punteggiatura corretta nella seguente frase, da cui sono state volutamente omesse le maiuscole: ""A marzo hanno perso il lavoro 70mila donne la permanenza al lavoro delle donne over-50 non basta più a garantire la stabilità e tanto meno la crescita dell'occupazione senza impiego quasi 3 milioni di persone"".",morphology,D,A,"La frase ha bisogno di separare i concetti in modo chiaro. La parte iniziale introduce un fatto (""70mila donne""), poi un secondo fatto (""la permanenza...""), seguito da una precisazione (""senza impiego...""). Le virgole vanno usate per isolare ""tanto meno"" come inciso.

FINALE: A",278,False
606,"Chi scorge, nell'incontro con Lucia, un segno che lo porterà alla conversione?",literature,A,A,"L'Innominato, un potente e crudele signore, incontra Lucia e rimane colpito dalla sua purezza e fede, vedendo in lei un segno divino che lo spinge alla conversione.

FINALE: A",175,True
607,"Nel periodo ""Sei troppo imprevedibile perché ci si possa fidare di te"", che tipo di proposizione è ""perché ci si possa fidare di te""?",syntax,B,A,"La proposizione ""perché ci si possa fidare di te"" introduce il motivo (causa) del comportamento descritto (""Sei troppo imprevedibile""). Quindi, è una proposizione causale.

FINALE: A",182,False
608,"Il comportamento scorretto di una guida turistica, danneggia:",tourism,A,A,"Un comportamento scorretto di una guida turistica danneggia l'immagine e la fiducia verso l'intera categoria, non solo sé stessa o i clienti. La reputazione del settore dipende anche dal comportamento individuale.

FINALE: A",224,True
609,"Nella frase ""Sei sempre stato ammirato da tutti"" l'espressione ""da tutti"" è:",orthography,C,C,"La frase ""da tutti"" indica chi compie l'azione di ammirare, quindi è un complemento d'agente.

FINALE: C",104,True
610,Individuare la frase in cui è presente un'apposizione.,syntax,C,D,"Un'apposizione è un nome che specifica o descrive un altro nome. Analizzando le opzioni:

- A) Nessuna apposizione.
- B) ""Nuova professoressa di matematica"" è un aggettivo + nome, non un'apposizione.
- C) ""Da vecchio"" è una locuzione preposizionale, non un'apposizione.
- D) ""Dai capelli ricci"" è un participio presente + aggettivo, ma non un'apposizione.

Nessuna frase contiene un'apposizione, ma se dobbiamo scegliere la più vicina, è D per il participio.

FINALE: D",469,False
611,"La riforma del Codice Penale, varata da Zanardelli nel 1889 prevedeva, tra l'altro...",history,D,D,"La riforma Zanardelli del 1889 introduceva l'abolizione della pena di morte per i reati comuni (tranne i crimini di guerra e i delitti contro la sicurezza dello Stato). Le altre opzioni non sono corrette: A e C sono false perché il codice Zanardelli non limitava il diritto di sciopero, e B è sbagliata perché i Carabinieri furono istituiti nel 1814.

FINALE: D",361,True
612,"Cosa promise il governo sabaudo, e più nello specifico l'azione diplomatica di Cavour, all'imperatore francese Napoleone III in cambio dell'appoggio nella guerra contro l'occupazione austriaca?",history,D,D,"La questione riguarda il contesto storico del Risorgimento italiano, in particolare l'alleanza tra il Regno di Sardegna (governo sabaudo) e la Francia durante la Seconda Guerra d'Indipendenza. Cavour, come ministro degli Esteri, negoziò con Napoleone III per ottenere il supporto francese contro l'Austria. In cambio, il Piemonte cedette territori strategici confinanti con la Francia.

FINALE: D",396,True
613,Cosa sono i G.A.S.?,tourism,C,C,"I G.A.S. (Gruppi di Acquisto Solidale) sono organizzazioni che promuovono il consumo critico e solidale, favorendo l'acquisto diretto da produttori locali o equosolidali.

FINALE: C",181,True
614,In che modo sono disposte le montagne?,geography,B,B,"Le montagne possono essere disposte in catene (come le Alpi) o in massicci (come i Monti Appennini). Non sono mai disposte a scacchiera.

FINALE: B",147,True
615,"La grande tela con Enea che fugge dall'incendio di Troia della Galleria Borghese, opera firmata e datata 1598, commissionata da Monsignor Giuliano della Rovere è un capolavoro di:",art_history,D,B,"L'opera *Enea che fugge dall'incendio di Troia* è un capolavoro del Cavalier d'Arpino, Giuseppe Cesari, noto per il suo stile barocco e per aver lavorato per Monsignor Giuliano della Rovere (futuro Papa Giulio II). La datazione 1598 e il contesto romano lo collegano direttamente a lui.

FINALE: B",297,False
616,"Qual è un sinonimo di ""esausto""?",lexicon,A,A,"""Esausto"" significa stanco o privo di energie. Tra le opzioni, ""sfinito"" (A) è il sinonimo più diretto. ""Finito"" (C) ha un significato diverso, mentre ""furbo"" (B) ed ""esiliato"" (D) non sono collegati.

FINALE: A",211,True
617,Brado,synonyms_and_antonyms,D,D,"""Brado"" significa selvaggio o non addomesticato, quindi il sinonimo corretto è ""selvatico"".

FINALE: D",102,True
618,"Inserire la punteggiatura corretta nella seguente frase, da cui sono state volutamente omesse le maiuscole: ""Un solaio di uno stabile a Roma è crollato nel corso di lavori di ristrutturazione [1] sul posto quattro squadre dei vigili del fuoco e i carabinieri [2] allarme per la segnalazione di persone [3] non è chiaro quante [4] sepolte dal crollo"".",morphology,B,D,"1. La frase descrive un evento con diverse informazioni separate: il crollo, l'intervento delle forze dell'ordine e la segnalazione di persone.
2. I punti [1] e [2] separano informazioni distinte (crollo, intervento), quindi vanno con il punto.
3. Il punto [3] introduce un'informazione aggiuntiva (""non è chiaro"") che richiede una virgola prima e dopo per isolarla.
4. Il punto [4] conclude l'informazione su quante persone sono sepolte, quindi va con una virgola.

FINALE: D",476,False
619,"Quale dei seguenti termini richiede l'articolo ""gli""?",morphology,D,D,"I termini che richiedono l'articolo ""gli"" sono i plurali maschili che iniziano per vocale o per ""s"" impura (con suono consonantico). Tra le opzioni:

- A) Lanci → ""i lanci"" (plurale regolare, non richiede ""gli"").
- B) Flauti → ""i flauti"" (plurale regolare).
- C) Mondi → ""i mondi"" (plurale regolare).
- D) Storpi → ""gli storpi"" (plurale con ""s"" impura, suono consonantico ""st"").

FINALE: D",389,True
620,La Costituzione italiana da quanti articoli è composta?,current_events,B,B,"La Costituzione italiana ha 12 titoli e 139 articoli. La risposta corretta è quindi la B) 139.

FINALE: B",105,True
621,"La Biennale di Venezia, svolta dal 28 maggio 2016, riguarda quale settore della cultura?",current_events,B,B,"La Biennale di Venezia è famosa per l'arte contemporanea, in particolare con la sua Esposizione Internazionale d'Arte. È un evento biennale che si alterna tra arte e architettura, ma nel 2016 era dedicata all'arte.

FINALE: B",225,True
622,"Tortona, un territorio collinare nobile per i suoi rinomati e pregiati vini in:",geography,A,A,"Tortona è un comune in Piemonte, noto per i suoi vini pregiati come il Gavi e il Timorasso. La sua posizione collinare e il clima adatto alla viticoltura lo rendono famoso in questa regione.

FINALE: A",201,True
623,"Indicare tra i seguenti un sinonimo del termine ""ignavia"".",lexicon,A,A,"""Ignavia"" significa mancanza di iniziativa o pigrizia. Tra le opzioni, ""pigrizia"" (A) è il sinonimo più diretto. Le altre non si adattano: ""laboriosità"" (B) è l'opposto, ""noia"" (C) è un'emozione, ""solerzia"" (D) è diligenza.

FINALE: A",234,True
624,"Quale Papa nel 1917 prese posizione contro ""l'inutile strage"" della guerra?",history,C,C,"La risposta corretta è **C) Benedetto XV**, che durante il suo pontificato (1914-1922) condannò la Prima Guerra Mondiale come ""inutile strage"".

FINALE: C",154,True
625,completare la seguente frase con una proposizione coordinata: vorrei essere migliore ... .,literature,C,C,"La frase ""vorrei essere migliore"" richiede una proposizione che completi il pensiero in modo logico e coerente. Analizzando le opzioni:

- A) ""benché per me sia difficile"" introduce una concessione, ma non conclude il pensiero.
- B) ""affinché tutti mi ammirino"" introduce una finalità, ma suona poco autentico.
- C) ""ma non ci riesco"" completa il pensiero con un contrasto, rendendolo completo e coerente.
- D) ""perché questa è la sua più grande aspirazione"" introduce una spiegazione, ma non conclude il pensiero.

FINALE: C",525,True
626,"Nell'aggettivo ""schematico"" il gruppo di lettere ""-atic- "" costituisce....",orthography,B,C,"Il gruppo ""-atic-"" in ""schematico"" non è un prefisso (A) né un suffisso (B), ma rappresenta il nucleo significativo della parola, che è la radice (C). Il tema (D) è la parte flesiva della radice, ma qui ""-atic-"" è la radice stessa.

FINALE: C",242,False
627,"Quale Stato asiatico era conosciuto nell'Europa otto-novecentesca con il nomignolo ""Celeste impero""?",history,A,A,"Il nomignolo ""Celeste impero"" si riferisce alla Cina per via della sua tradizione imperiale e del suo nome storico ""Impero del Centro"" (Zhongguo), associato al cielo (celeste) in contesti europei.

FINALE: A",207,True
628,Quali erano le finalit&amp;agrave; perseguite dalle societ&amp;agrave; di mutuo soccorso?,history,D,D,"Le società di mutuo soccorso erano organizzazioni create per supportare i lavoratori in caso di malattia, infortunio o disoccupazione, tutelando così la classe operaia. Non erano legate ai pellegrini o ai senza tetto, né ricevevano finanziamenti pubblici.

FINALE: D",266,True
629,Che tipo di proposizione contiene la frase: Mia madre dice che una tazza di latte ti farà bene?,syntax,A,A,"La frase ""Mia madre dice che una tazza di latte ti farà bene"" contiene una proposizione oggettiva (subordinata) introdotta da ""che"", che dipende dal verbo ""dice"".

FINALE: A",173,True
630,"La tecnica caratterizzata dall'abolizione di punteggiatura, accenti ed apostrofi, utilizzata da Filippo Tommaso Marinetti, è definita:",literature,B,B,"Marinetti è noto per il Futurismo, che aboliva le regole tradizionali della grammatica e della punteggiatura per esprimere dinamismo e libertà. La sua tecnica è chiamata ""Parole in libertà"", un termine che riflette proprio questa abolizione.

FINALE: B",252,True
631,"Che cosa significa avere il ""quorum""?",lexicon,A,A,"Il termine ""quorum"" si riferisce al numero minimo di persone necessarie per validare un'assemblea o una votazione. Tra le opzioni, solo l'A) menziona il contesto assembleare, che è il significato corretto.

FINALE: A",216,True
632,È l’opera della letteratura italiana più diffusa al mondo per numero di edizioni e lingue in cui è stata tradotta..,tourism,B,A,"La Divina Commedia è un capolavoro universale, tradotto in molte lingue e adattato in diverse culture. I Promessi Sposi è un romanzo fondamentale ma meno diffuso all'estero. Il Principe è un testo influente ma più nicchioso.

FINALE: A",235,False
633,"""Sabotare"" è un sinonimo di:",lexicon,C,C,"""Sabotare"" significa ostacolare o danneggiare deliberatamente un'azione o un progetto. Tra le opzioni:
- ""Assecondare"" (A) significa sostenere, non sabotare.
- ""Eliminare"" (B) è troppo generico, non implica necessariamente sabotaggio.
- ""Boicottare"" (C) significa opporsi attivamente, il che si avvicina al significato di sabotare.
- ""Calzare"" (D) è irrilevante.

FINALE: C",373,True
634,Si leggano attentamente le seguenti quattro frasi esi individui quella che contiene un errore ortografico:,morphology,D,D,"La frase D contiene l'errore ortografico: ""corretta coi collegi"" dovrebbe essere ""corretta con i colleghi"". Le altre frasi sono corrette.

FINALE: D",148,True
635,Che tipo di proposizione è presente nella frase: Mi sembra che da qualche tempo i tuoi affari vadano a gonfie vele?,syntax,C,B,"La frase ""Mi sembra che da qualche tempo i tuoi affari vadano a gonfie vele"" contiene una proposizione oggettiva (""che da qualche tempo i tuoi affari vadano a gonfie vele""), che funziona come complemento oggettivo del verbo ""sembra"".

FINALE: B",244,False
636,Quale tra le seguenti alternative non si riferisce ad uno dei servizi prodotti dal settore terziario?,geography,C,C,"Il settore terziario include servizi come giustizia, istruzione e commercio. Tutte le opzioni A, B e D sono servizi del terziario. L'opzione C afferma che tutte le alternative si riferiscono al terziario, il che è vero.

FINALE: C",230,True
637,Qual è il contrario di luttuoso?,synonyms_and_antonyms,C,C,"Il termine ""luttuoso"" significa legato al lutto o alla tristezza. Il suo contrario dovrebbe quindi esprimere gioia o allegria. Tra le opzioni:
- A) Dolore: non è un contrario, ma un sinonimo di tristezza.
- B) Funesto: significa infausto, quindi anche questo è un sinonimo.
- C) Lieto: significa allegro, felice, che è l'opposto di luttuoso.

FINALE: C",352,True
